customerid,loannumber,loanamount,totaldue,termdays,bank_account_type,bank_name_clients,employment_status_clients,last_loan_amount,avg_amount,std_amount,avg_total_due,avg_term_days,std_term_days,avg_approval_time,avg_payout_time,prct_duedate_default,loan_growth_trend,max_repay_delay,avg_loan_gap,referred,age,state,acct_age_years,time_btwn_last_loan,default,credit_score,debt_to_loan_ratio,const_default,unusual_large
8a858e5f5a4d0511015a522ef53b26b4,2,10000,13000,30,Savings,UBA,Permanent,10000,10000,0,11500,15,0,0,19,1,0,3,0,0,41,Borno,8,1,0,0.988898274,1.3,1,0
8a858e675b00c831015b01842e5f58e7,4,20000,24500,30,Savings,UBA,Permanent,10000,10000,0,12500,25,7.07,0,24.33333333,0,0,0,0.5,0,38,Delta,8,13,0,4.06212829,1.225,0,0
8a858e6a5c829229015c8301076c4187,2,10000,13000,30,Savings,UBA,Permanent,10000,10000,0,13000,30,0,0,11,0,0,0,0,0,38,Lagos,8,18,0,4.06212829,1.3,0,0
8a858e6f5cd5e874015ce590db62623e,2,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,13000,30,0,0,29,0,0,0,0,0,33,Rivers,8,0,0,4.01170508,1.3,0,0
8a858e735c5a4bed015c5d3b38ae514f,3,10000,11500,15,Savings,Diamond Bank,Permanent,10000,10000,0,11500,15,0,0,12.5,0,0,0,7,0,43,Abroad,8,3,0,4.112551501,1.15,0,0
8a858e7d5b8b0b92015b8b3728e92482,4,20000,24500,30,Savings,Diamond Bank,Permanent,10000,10000,0,12000,20,7.07,0,15.33333333,0,0,0,13.5,0,36,Edo,8,4,0,4.041959006,1.225,0,0
8a858e8a5c1c14b8015c208efaab73e4,2,10000,13000,30,Savings,Stanbic IBTC,Permanent,10000,10000,0,13000,30,0,0,35,1,0,4,0,0,45,Lagos,8,13,0,1.023375683,1.3,1,0
8a858eac5ad81473015ad82f9d060702,7,30000,34500,30,Savings,GT Bank,Permanent,20000,15000,5000,17625,20,7.07,0,15.33333333,0,2571.4286,0,0.8,0,45,Oyo,8,0,0,4.132720785,1.15,0,0
8a858eb45876dcc5015881a631eb3e07,4,10000,11500,15,Savings,EcoBank,Permanent,10000,10000,0,11500,15,0,0,14,0,0,0,27,0,37,Lagos,8,135,0,4.052043648,1.15,0,0
8a858eba5b681df4015b7b63e6ed6a23,4,10000,11500,15,Savings,First Bank,Permanent,10000,10000,0,12500,25,7.07,0,27.33333333,0.333333333,0,15,5,1,37,Lagos,8,3,0,2.935492768,1.15,0,0
8a858ed457e2e6960157f65462117d64,10,30000,34500,30,Unknown,Unknown,Unknown,30000,18888.89,7370.28,22077.78,28.33333333,17.95,0,25.22222222,0.111111111,2666.6667,29,0.625,0,40,Unknown,8,24,1,2.883690462,1.15,0,0
8a858eda5c8863ff015c959eef8a4678,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,22,1,0,4,0,1,40,Unknown,8,16,1,0.287196814,1.15,1,0
8a858ede5ca210f0015ca6ed01914144,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,9,0,0,0,0,0,51,Oyo,8,3,0,4.193228637,1.3,0,0
8a858ee55cb156e6015cc1111a7b6f79,2,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,13000,30,0,0,19,0,0,0,0,0,40,Lagos,8,3,0,3.396541916,1.3,0,0
8a858eed5a476a3c015a47c534cb305d,6,10000,11125,15,Savings,UBA,Permanent,20000,13000,4000,15475,21,7.35,0,15.4,0,2500,0,19.25,0,34,Kwara,8,3,0,4.021789722,1.1125,0,0
8a858f0056b7cf8e0156bb2a7ff97987,5,30000,34500,30,Other,First Bank,Unemployed,30000,17500,8291.56,20374.97,22.5,7.5,0,21,0,7000,0,80.6667,0,40,Delta,9,7,0,4.219448706,1.15,0,0
8a858f0456511c94015651c1558f35f1,10,20000,24500,30,Unknown,Unknown,Unknown,10000,16666.67,7817.36,19902.78,31.66666667,16.5,0,32.66666667,0.444444444,1166.6667,13,4.25,0,40,Unknown,9,2,1,2.634591184,1.225,1,0
8a858f0d5a859ac0015a868626a85d8c,5,20000,22250,15,Unknown,Unknown,Unknown,20000,12500,4330.13,15875,30,0,0,24.25,0,3000,0,7.3333,0,40,Unknown,8,17,0,3.396541916,1.1125,0,0
8a858f185d2cf38e015d2d3ab4542892,2,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,11500,15,0,0,14,0,0,0,0,1,53,Ogun,8,0,0,3.527642262,1.3,0,0
8a858f275c451af5015c545fdacf532b,2,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,13000,30,0,0,26,0,0,0,0,0,45,Akwa Ibom,8,2,1,3.446965126,1.3,0,0
8a858f2e5b81c373015b81c373e60000,5,20000,24500,30,Savings,UBA,Permanent,20000,12500,4330.13,15125,22.5,7.5,0,15.75,0,3000,0,10.3333,1,34,Benue,8,0,0,4.021789722,1.225,0,0
8a8588fd53f1099e01540eeac7633d4c,9,10000,10750,15,Unknown,Unknown,Unknown,20000,10750,4493.05,12371.88,18.75,6.5,0,19.5,0.5,1547.619,6,40.1429,0,40,Unknown,9,15,0,2.504180386,1.075,1,0
8a85895054be35160154c4ecf44a240c,15,50000,57500,90,Unknown,Unknown,Unknown,50000,33571.43,13942.3,37935.71,36.42857143,12.31,0,26.5,0,3362.6374,0,3.8462,0,40,Unknown,9,1,0,4.082297575,1.15,0,0
8a85896653f0fed20153f9e6f6f27315,15,25000,27500,30,Unknown,Unknown,Unknown,40000,20928.57,11972.97,24546.43,32.14285714,7.73,0,25.78571429,0.142857143,2345.0549,7,6.6154,0,40,Unknown,9,8,0,3.600426535,1.1,0,0
8a8589c253ace09b0153b2009e002cba,13,40000,48000,60,Savings,GT Bank,Permanent,10000,22916.67,10889.28,26816.67,31.25,9.6,0,27.83333333,0,1800.6993,0,11.3636,0,53,Lagos,9,11,0,4.89915358,1.2,0,0
8a858e0256b781d80156c1a32a2f3369,15,40000,44000,30,Other,UBA,Self-Employed,40000,28571.43,9897.43,31846.43,22.5,7.5,0,21.28571429,0.214285714,2285.7143,6,0.6154,0,44,Rivers,9,0,1,3.974809328,1.1,0,0
8a858e0a5668e69c01567a390d716175,5,15000,18375,30,Other,UBA,Permanent,10000,10000,0,13000,30,0,0,36.75,0.5,0,25,58.3333,0,49,Oyo,9,0,0,3.169335793,1.225,1,0
8a858e0f5577f57901558109093f578c,11,20000,23000,30,Unknown,Unknown,Unknown,25000,16000,6245,18660,24,7.35,0,15,0,2000,0,26.7778,0,40,Unknown,9,2,0,4.082297575,1.15,0,0
8a858e165b90faf9015b95d2b5031316,2,10000,11500,15,Savings,First Bank,Permanent,10000,10000,0,11500,15,0,0,14,0,0,0,0,1,39,Ogun,8,0,0,4.072212932,1.15,0,0
8a858e215ca77c7f015caa601f6e5976,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,14,0,0,0,0,1,40,Unknown,8,7,0,3.396541916,1.3,0,0
8a858e275b349e25015b34d29ff23232,4,20000,24500,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,28.33333333,0,0,0,2,0,38,Lagos,8,1,0,4.06212829,1.225,0,0
8a858e345be813ea015bea87369b2395,3,20000,24500,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,29.5,0,0,0,2,0,35,Lagos,8,11,0,4.031874364,1.225,0,0
8a858e395cb1d4d9015cbf845d616275,2,10000,13000,30,Savings,Zenith Bank,Permanent,10000,10000,0,13000,30,0,0,26,0,0,0,0,1,42,Cross River,8,0,0,4.102466859,1.3,0,0
8a858e445ca25ee3015ca2d9d82b2276,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,13,0,0,0,0,0,40,Unknown,8,3,0,3.396541916,1.3,0,0
8a858e4e5b66d372015b66db5e88070c,3,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,18.5,1,0,6,12,0,40,Unknown,8,11,1,0.275474495,1.15,1,0
8a858e5856b7840c0156bbd64c3e3d2f,6,15000,16125,15,Other,Unity Bank,Unemployed,30000,18000,7483.31,21060,24,7.35,0,23,0,5000,0,38.75,0,35,Lagos,9,48,0,4.169025496,1.075,0,0
8a858e5b5ca767e1015ca8a7c45543d6,2,10000,13000,30,Savings,Skye Bank,Permanent,10000,10000,0,13000,30,0,0,20,0,0,0,0,0,50,Ogun,8,1,0,4.183143995,1.3,0,0
8a858e6656322b0f015643271cc23836,4,20000,24500,30,Unknown,Unknown,Unknown,20000,13333.33,4714.05,16333.33,25,7.07,0,17.66666667,0,5000,0,139,0,40,Unknown,9,4,0,4.082297575,1.225,0,0
8a858e6a5bfd4b54015c0c3c5d021c4c,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,27,0,0,0,0,0,40,Unknown,8,0,0,3.396541916,1.3,0,0
8a858e6f5668e01701566fdae56a620c,11,30000,34500,30,Savings,Diamond Bank,Permanent,30000,22000,7483.31,26210,33,9,0,27,0.2,2424.2424,4,7.3333,0,46,Lagos,9,0,0,4.187936355,1.15,0,0
8a858e705cb15527015cbfedf6807c3c,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,14,0,0,0,0,0,40,Unknown,8,0,0,3.396541916,1.15,0,0
8a858e885b68546c015b7ea654f32b1d,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,12,0,0,0,0,0,40,Unknown,8,0,0,3.396541916,1.3,0,0
8a858e935b496584015b5791626f24f8,2,10000,13000,30,Savings,Diamond Bank,Permanent,10000,10000,0,13000,30,0,0,19,0,0,0,0,0,36,Federal Capital Territory,8,83,0,4.041959006,1.3,0,0
8a858ea35c7ce42e015c7d14e11519d1,3,20000,24500,30,Savings,First Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,18,0,0,0,0,1,35,Ogun,8,0,0,4.031874364,1.225,0,0
8a858eaf570f3a0a01571e1288e00047,8,30000,39000,60,Other,GT Bank,Permanent,10000,17857.14,8390.96,22003.57,38.57142857,13.55,0,34.42857143,0.142857143,1964.2857,7,8,0,41,Kaduna,8,0,0,3.610511177,1.3,0,0
8a858eb75c21a2b9015c303f610106b3,2,10000,13000,30,Savings,First Bank,Permanent,10000,10000,0,13000,30,0,0,26,0,0,0,0,1,42,Lagos,8,11,0,4.102466859,1.3,0,0
8a858ec75bfd77c4015c00bdf0a967b1,3,10000,11500,15,Savings,Stanbic IBTC,Permanent,10000,10000,0,11500,15,0,0,9,0,0,0,23,0,39,Lagos,8,16,0,4.072212932,1.15,0,0
8a858edb552adcfd01553aaa3b64672b,7,10000,13000,30,Other,First Bank,Permanent,10000,10000,0,12666.67,27.5,5.59,0,54.16666667,0.333333333,0,172,15.4,0,37,Federal Capital Territory,9,0,0,2.701046389,1.3,0,0
8a858ee0560bc07701560f6f3ba9095e,4,10000,12250,30,Savings,UBA,Self-Employed,10000,10000,0,13000,30,0,0,31,0.333333333,0,3,134.5,0,39,Lagos,9,0,0,3.574600493,1.225,0,0
8a858ee75a191ef8015a19ffa6b762f0,2,10000,11500,15,Savings,Zenith Bank,Unknown,10000,10000,0,11500,15,0,0,12,0,0,0,0,0,41,Ogun,8,0,0,3.406626558,1.15,0,0
8a858ef25c8393f8015c863b8c0549f7,3,10000,11500,15,Savings,First Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,23,0.5,0,9,1,0,34,Lagos,8,1,1,2.426089055,1.15,1,0
8a858eff55a090650155bca5bc8052e0,14,40000,48000,60,Savings,GT Bank,Self-Employed,30000,24615.38,8426.5,29392.31,36.92307692,12.64,0,27,0.384615385,1923.0769,10,0.6667,0,43,Lagos,9,0,1,3.415659639,1.2,0,0
8a858f0656b7820c0156bbfed27f3ba2,17,50000,55000,60,Savings,GT Bank,Self-Employed,50000,32500,11989.58,36228.12,27.1875,5.85,0,18.125,0,2470.5882,0,1,0,40,Kaduna,9,0,1,4.630902101,1.1,0,0
8a858f0b5b5ddd79015b6151e45702f7,5,20000,24500,30,Unknown,Unknown,Unknown,20000,12500,4330.13,15125,22.5,7.5,0,19.75,0,3000,0,0.6667,0,40,Unknown,8,1,0,3.396541916,1.225,0,0
8a858f155554552501555e01e57a0269,9,30000,39000,60,Unknown,Unknown,Unknown,20000,13750,4841.23,17031.25,28.125,4.96,0,22.125,0,1785.7143,0,32.1429,0,40,Unknown,9,0,0,4.082297575,1.3,0,1
8a858f1e5cef1d91015cf37f17052b7b,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,20,0,0,0,0,1,40,Unknown,8,0,0,3.396541916,1.3,0,0
8a858f295c8d307f015c9b4d5c570061,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,0,0,0,0,0,0,40,Lagos,8,19,0,4.082297575,1.3,0,0
8a858f30551130db01552650061e4aa6,10,10000,12250,30,Other,FCMB,Permanent,30000,15555.56,7973.72,19711.11,36.66666667,12.47,0,39.33333333,0.444444444,2583.3333,13,6.5,0,44,Oyo,9,2,0,3.360685411,1.225,1,0
8a858f375b493337015b4c804080216e,5,20000,24000,30,Savings,GT Bank,Permanent,10000,10000,0,11875,18.75,6.5,0,16.25,0.5,0,4,12,0,35,Lagos,8,0,0,2.465479495,1.2,1,0
8a858f4655ca643c0155d12f9e3b0e69,2,10000,13000,30,Other,Fidelity Bank,Unknown,10000,10000,0,11500,15,0,0,0,0,0,0,0,0,32,Edo,8,8,0,3.31586478,1.3,0,0
8a858f535d325481015d33eac1d95f6e,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,15,0,0,0,0,0,42,Kogi,8,0,0,4.102466859,1.3,0,0
8a858f5e5992fa95015993bf8b2f5694,7,10000,11500,30,Savings,EcoBank,Unknown,10000,13333.33,4714.05,16591.67,30,0,0,27.33333333,0,1142.8571,0,0.2,0,42,Delta,8,0,0,3.4167112,1.15,0,0
8a858f625b43c0a1015b43eff5df430b,5,20000,24500,30,Savings,Access Bank,Unknown,20000,12500,4330.13,15375,26.25,6.5,0,22.25,0,3000,0,2.6667,0,47,Federal Capital Territory,8,0,0,3.46713441,1.225,0,0
8a858f675c1c43bc015c1c63d07b0af4,3,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,30,0.5,0,3,4,0,45,Edo,8,4,1,2.572187074,1.3,1,0
8a858f7b5ca7abe3015ca80dffa2183e,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,22,0,0,0,0,0,35,Kwara,8,0,0,4.031874364,1.3,0,0
8a858f7e5c69a6e3015c7511442d2420,2,10000,11500,15,Savings,Zenith Bank,Unknown,10000,10000,0,11500,15,0,0,12,0,0,0,0,1,39,Lagos,8,10,0,3.386457274,1.15,0,0
8a858f8a558227f201558b6beb697cd8,13,30000,34500,30,Savings,Fidelity Bank,Permanent,30000,13750,6808.39,16287.5,23.75,7.4,0,20.75,0.25,1695.8042,4,10.3636,0,31,Lagos,9,0,0,3.882371701,1.15,0,1
8a858f965c6950da015c78a9a70335f9,2,10000,13000,30,Savings,UBA,Permanent,10000,10000,0,13000,30,0,0,20,0,0,0,0,0,45,Kogi,8,4,0,4.132720785,1.3,0,0
8a858f9d5a8a79c5015a8b3826dd595e,3,10000,13000,30,Savings,Skye Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,18.5,0,0,0,0,0,40,Ogun,8,11,0,4.082297575,1.3,0,0
8a858fa25bd92c20015be332daa35ecf,4,20000,22250,15,Savings,Access Bank,Unknown,20000,13333.33,4714.05,15583.33,20,7.07,0,16,0,5000,0,9,0,47,Oyo,8,7,0,3.46713441,1.1125,0,0
8a858fa55b623a05015b623bb10001c6,8,30000,34500,30,Savings,First Bank,Permanent,30000,15714.29,7284.31,18560.71,23.57142857,7.42,0,13.85714286,0,2857.1429,0,0,0,42,Oyo,8,0,0,4.102466859,1.15,0,0
8a858faf5679a838015682738f813968,10,30000,34500,30,Other,UBA,Permanent,30000,17777.78,7856.74,21377.78,30,0,0,26.88888889,0,2833.3333,0,2.125,0,39,Federal Capital Territory,8,2,0,4.072212932,1.15,0,0
8a858fb65b2020b2015b2024d70705d6,4,20000,24500,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,29,0,0,0,0,0,35,Oyo,8,0,1,4.031874364,1.225,0,0
8a858fc15b68ba6a015b7fa8a4f61664,4,20000,24500,30,Unknown,Unknown,Unknown,10000,10000,0,12500,25,7.07,0,24.66666667,0,0,0,0.5,0,40,Unknown,8,1,0,3.396541916,1.225,0,0
8a858fcf5b39c3ba015b3baf14b64c62,3,10000,11500,15,Savings,First Bank,Permanent,10000,10000,0,13000,30,0,0,41.5,0.5,0,22,0,0,40,Lagos,8,5,1,2.410401834,1.15,1,0
8a858fd35b3ec939015b3ee758bd2cca,8,30000,39000,60,Savings,GT Bank,Permanent,30000,17142.86,6998.54,19392.86,17.14285714,5.25,0,12,0,3214.2857,0,0.1667,0,33,Kwara,8,0,0,4.01170508,1.3,0,0
8a858fd95c3b5bca015c405b7f697168,2,10000,11500,15,Savings,First Bank,Permanent,10000,10000,0,11500,15,0,0,10,0,0,0,0,1,39,Lagos,8,13,0,4.072212932,1.15,0,0
8a858fe45cd62cbf015cda05b84a7a6e,2,10000,13000,30,Savings,Zenith Bank,Student,10000,10000,0,13000,30,0,0,23,0,0,0,0,1,34,Benue,8,2,0,3.610336327,1.3,0,0
8a858fe854ccb9610154cda3930e3ed2,9,10000,13000,30,Other,First Bank,Permanent,20000,12500,4330.13,15593.75,28.125,4.96,0,32.75,0.375,1428.5714,33,23.2857,0,37,Cross River,9,8,0,3.38716837,1.3,0,0
8a858f375b493337015b4b25205578c3,13,20000,22250,15,Savings,GT Bank,Permanent,20000,13333.33,4714.05,15052.08,16.25,4.15,0,6.666666667,0.083333333,699.3007,27,0.2727,0,35,Lagos,8,3,1,3.616464687,1.1125,0,0
8a858f3d5d18c7d7015d1991deb638b7,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,14,0,0,0,0,1,40,Unknown,8,5,0,3.396541916,1.15,0,0
8a858f495beda5ee015bedc9ee591a30,3,10000,11500,15,Savings,Wema Bank,Unknown,10000,10000,0,11500,15,0,0,11,0,0,0,5,0,48,Lagos,8,34,0,3.477219052,1.15,0,0
8a858f54592214a001593aa497b31207,2,10000,13000,30,Savings,Diamond Bank,Permanent,10000,10000,0,13000,30,0,0,29,0,0,0,0,0,42,Lagos,8,15,0,4.102466859,1.3,0,0
8a858f61560bc0e501561ce4bc1a17ee,11,40000,44000,30,Savings,Access Bank,Permanent,40000,20000,10000,23030,25.5,13.5,0,21.3,0,3272.7273,0,2,0,41,Delta,8,0,0,4.092382217,1.1,0,0
8a858f6c5bf84cd0015bf87db8561411,2,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,13000,30,0,0,25,0,0,0,0,0,35,Lagos,8,2,0,4.031874364,1.3,0,0
8a858f7a58c218eb0158c43474d013a5,7,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,22.83333333,0.5,0,10,14.8,0,45,Bayelsa,8,1,0,2.531158958,1.3,1,0
8a858f7d5cf9aef9015cfee1f3b171fd,2,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,13000,30,0,0,26,0,0,0,0,0,42,Enugu,8,0,0,3.4167112,1.3,0,0
8a858f8d56e0c3a70157041167c02cf1,11,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11800,18,6,0,21.5,0.6,0,11,4.3333,0,40,Unknown,8,0,1,1.480528883,1.3,1,0
8a858f92582fcca1015830e86df9601c,7,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,32,0.333333333,0,30,8,0,44,Lagos,8,5,0,2.918167871,1.3,0,0
8a858f995c5fa060015c5faa880403a0,3,20000,22250,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,13.5,0,0,0,12,1,40,Unknown,8,7,0,3.396541916,1.1125,0,0
8a858f9d5bd44001015bd4808a431ecf,3,10000,13000,30,Savings,Zenith Bank,Permanent,10000,10000,0,13000,30,0,0,29.5,0,0,0,0,1,46,Lagos,8,0,0,4.142805427,1.3,0,0
8a858fa25bd92c20015be258fc2f3a87,8,30000,34500,30,Savings,GT Bank,Unknown,30000,17142.86,6998.54,19928.57,21.42857143,7.42,0,8.142857143,0,3214.2857,0,1,0,34,Abroad,8,0,0,3.336034064,1.15,0,0
8a858fa459eecb2a0159eecbae2d0051,7,30000,34500,30,Unknown,Unknown,Unknown,25000,14166.67,6066.76,16837.5,25,7.07,0,17.16666667,0,2428.5714,0,12.4,0,40,Unknown,8,12,0,3.396541916,1.15,0,1
8a858fa95c695f85015c6dde5682348a,2,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,11500,15,0,0,25,1,0,9,0,0,38,Lagos,8,14,0,0.923477391,1.3,1,0
8a858fb45bb59c21015bba2f3ffe197d,4,20000,24500,30,Unknown,Unknown,Unknown,10000,10000,0,12500,25,7.07,0,25,0.333333333,0,1,0,0,40,Unknown,8,1,0,2.362047269,1.225,0,0
8a858fbd5cd6054a015ce9193fac3819,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,30,0,0,0,0,0,51,Lagos,8,0,1,4.193228637,1.3,0,0
8a858fcb5d605acc015d6081f2731909,2,10000,13000,30,Savings,Zenith Bank,Unknown,10000,10000,0,13000,30,0,0,5,0,0,0,0,0,46,Federal Capital Territory,8,0,0,3.457049768,1.3,0,0
8a858fd25c5a5bc7015c5a8126b60e47,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,21,0,0,0,0,0,44,Ogun,8,4,0,4.122636143,1.3,0,0
8a858fde570a23dc01570a4cf5e81905,9,30000,34500,30,Other,First Bank,Permanent,30000,16250,6959.71,19262.5,24.375,7.26,0,21,0,2738.0952,0,7,0,56,Sokoto,8,9,0,4.243651847,1.15,0,0
8a858fe8555f401f0155736da4b20e0a,6,10000,13000,30,Other,GT Bank,Permanent,10000,10000,0,12400,24,7.35,0,19.2,0.2,0,4,17,0,36,Lagos,8,5,1,3.401334276,1.3,0,0
8a858ff25a617906015a6644377f536f,8,30000,34500,30,Savings,First Bank,Permanent,20000,15714.29,4948.72,17700,17.14285714,5.25,0,14.42857143,0,2142.8571,0,4.3333,0,38,Kwara,8,0,0,4.06212829,1.15,0,0
8a858ff9580b881201581a57953908dc,5,10000,11500,15,Other,Diamond Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,36.25,0.75,0,42,7,0,38,Bayelsa,8,12,0,1.501534245,1.15,1,0
8a8589a7545186b1015468c4ca294b60,4,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,12500,25,7.07,0,33.66666667,1,0,19,168,0,40,Unknown,9,1,1,0.885035081,1.3,1,0
8a858e435bedeb4f015bee72a6153764,2,10000,13000,30,Savings,Diamond Bank,Permanent,10000,10000,0,13000,30,0,0,35,1,0,4,0,0,30,Anambra,8,27,1,0.872106053,1.3,1,0
8a858e69566ae5b801567d7f1d677c71,2,10000,13000,30,Savings,GT Bank,Self-Employed,10000,10000,0,13000,30,0,0,47,1,0,15,0,0,50,Lagos,8,0,1,0.872175007,1.3,1,0
8a858edf580afd5e01580b8217652c4b,8,30000,34500,30,Other,FCMB,Self-Employed,30000,17142.86,6998.54,20800,30,0,0,28.14285714,0,3214.2857,0,0.3333,0,46,Oyo,8,0,1,4.005654295,1.15,0,0
8a858f475c7ea023015c7ece3e4a0a8a,2,10000,13000,30,Savings,GT Bank,Student,10000,10000,0,13000,30,0,0,42,1,0,10,0,0,33,Ondo,8,0,1,0.455739627,1.3,1,0
8a858f7e5ba0189c015ba04e54321850,2,10000,13000,30,Savings,Zenith Bank,Permanent,10000,10000,0,13000,30,0,0,31,0,0,0,0,0,45,Edo,8,1,1,4.132720785,1.3,0,0
8a858fca5c830943015c8374df2b4096,3,10000,13000,30,Savings,Wema Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,20.5,0.5,0,1,1,0,46,Oyo,8,0,1,2.593994035,1.3,1,0
8a8189a552638e13015264cf62312966,2,10000,11500,15,Savings,EcoBank,Permanent,5000,5000,0,5750,30,0,0,18,0,0,0,0,0,47,Rivers,9,526,0,4.838645727,1.15,0,0
8a85886e54101890015410e563b4325b,3,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,20.5,0,0,0,403,0,39,Lagos,9,5,0,4.757968591,1.3,0,0
8a8588bd5369b66d01536e7b60501609,3,10000,13000,30,Other,Zenith Bank,Permanent,10000,10000,0,13000,30,0,0,26,0,0,0,359,0,46,Lagos,9,0,0,4.828561085,1.3,0,0
8a85893d53f104eb0153f65ccad80981,11,30000,33000,30,Savings,Diamond Bank,Permanent,30000,19000,9433.98,22022.5,24,7.35,0,21.2,0.1,2969.697,24,26.1111,0,32,Federal Capital Territory,9,0,0,4.238118223,1.1,0,0
8a85896653e2e18b0153e56f2a852da4,11,20000,24500,30,Unknown,Unknown,Unknown,30000,15000,6708.2,17555,22.5,7.5,0,36.2,0.4,2000,67,10.1111,0,40,Unknown,9,10,0,2.455239704,1.225,0,0
8a8589b953bc23f70153c887b4b45c9a,13,40000,48000,60,Other,GT Bank,Permanent,40000,18583.33,11041.27,21740.62,27.5,11.99,0,25,0.166666667,2465.035,2,16.0909,0,32,Lagos,9,0,0,4.161337034,1.2,0,1
8a8589f853f100fb01541386c815605e,10,40000,48000,60,Other,Diamond Bank,Permanent,40000,21111.11,10999.44,24822.22,30,17.32,0,28.22222222,0.444444444,4000,10,23,0,45,Lagos,9,1,0,3.388353531,1.2,1,0
8a858e0256b781d80156dfc0073a1c17,5,10000,12250,30,Other,GT Bank,Self-Employed,10000,10000,0,11875,22.5,7.5,0,21.25,0.25,0,2,78.6667,0,42,Lagos,9,0,0,3.867873951,1.225,0,0
8a858e085cc5b826015cc60650982c6c,2,10000,11500,15,Savings,Fidelity Bank,Permanent,10000,10000,0,13000,30,0,0,30,0,0,0,0,0,52,Nasarawa,8,0,0,4.203313279,1.15,0,0
8a858e135cb22031015cbc509ff86d8f,2,10000,13000,30,Savings,Diamond Bank,Permanent,10000,10000,0,13000,30,0,0,25,0,0,0,0,1,47,Federal Capital Territory,8,3,0,4.152890069,1.3,0,0
8a858e235be813f6015be907ce7f4a8a,2,10000,13000,30,Savings,Fidelity Bank,Unknown,10000,10000,0,13000,30,0,0,7,0,0,0,0,0,47,Lagos,8,51,0,3.46713441,1.3,0,0
8a858e335d1dd902015d2c236db91aa3,2,10000,13000,30,Savings,First Bank,Permanent,10000,10000,0,11500,15,0,0,7,0,0,0,0,0,33,Lagos,8,1,0,4.01170508,1.3,0,0
8a858e3c585373380158541ec9ea2d9c,3,10000,13000,30,Other,GT Bank,Unknown,10000,10000,0,13000,30,0,0,28.5,0,0,0,8,0,38,Oyo,8,174,0,3.376372632,1.3,0,0
8a858e535bab293b015baedbcabf1287,4,10000,11500,15,Savings,Heritage Bank,Unknown,10000,10000,0,11500,15,0,0,20.66666667,0.666666667,0,11,0.5,0,40,Lagos,8,14,0,1.274802186,1.15,1,0
8a858e5d5c7e25b4015c7fea66825cfe,2,10000,11500,15,Savings,GT Bank,Unknown,10000,10000,0,11500,15,0,0,15,0,0,0,0,0,40,Ogun,8,2,0,3.396541916,1.15,0,0
8a858e675c3fe0a1015c565aeb305fe0,3,10000,11500,15,Savings,GT Bank,Unknown,10000,10000,0,11500,15,0,0,20.5,0.5,0,12,0,1,43,Lagos,8,1,1,1.813511696,1.15,1,0
