loannumber,loanamount,totaldue,termdays,bank_account_type,bank_name_clients,employment_status_clients,last_loan_amount,avg_amount,std_amount,avg_total_due,avg_term_days,std_term_days,avg_approval_time,avg_payout_time,prct_duedate_default,loan_growth_trend,max_repay_delay,avg_loan_gap,referred,age,state,acct_age_years,time_btwn_last_loan,default,credit_score,debt_to_loan_ratio,const_default,unusual_large
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,40.0,Lagos,8,0,0,4.082297574514297,1.3,0,0
5,10000.0,11500.0,15,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,16.0,0.25,-0.0,4.0,16.6667,0,39.0,Lagos,8,44,0,2.591537520039993,1.15,0,0
9,10000.0,11500.0,15,Other,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,28.75,0.75,-0.0,59.0,0.0,0,41.0,Ekiti,8,0,1,1.4321484597217664,1.15,1,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,13,0,3.3965419159095984,1.3,0,0
8,20000.0,24500.0,30,Other,GT Bank,Self-Employed,20000.0,12857.14,4517.54,16285.71,30.0,0.0,0.0,30.571428571428573,0.14285714285714285,1785.7143,13.0,29.3333,0,56.0,Ogun,9,9,0,4.275218377443893,1.225,0,0
5,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,32.75,0.25,-0.0,12.0,16.0,0,40.0,Unknown,8,17,0,2.554732886276266,1.3,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,34.0,Lagos,8,1,0,4.0217897222844705,1.15,0,0
3,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.0,0.5,-0.0,1.0,4.0,0,43.0,Lagos,8,1,0,2.5637401092933847,1.3,1,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,40.0,Lagos,8,2,0,4.082297574514297,1.3,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,6,1,3.3965419159095984,1.3,0,0
2,10000.0,13000.0,30,Savings,Stanbic IBTC,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,32.0,1.0,0.0,2.0,0.0,1,44.0,Abia,8,0,1,1.025013359995862,1.3,1,0
3,20000.0,24000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,13.0,0.0,-0.0,0.0,0.0,1,43.0,Kaduna,8,12,1,4.112551500629211,1.2,0,0
14,30000.0,33000.0,30,Savings,EcoBank,Permanent,25000.0,19230.77,7556.49,22343.27,28.846153846153847,14.96,0.0,24.23076923076923,0.15384615384615385,1401.0989,8.0,4.4167,0,32.0,Adamawa,9,0,1,4.165732903514971,1.1,0,0
3,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,27.0,0.5,-0.0,20.0,47.0,1,40.0,Unknown,8,4,1,1.7363684945439497,1.15,1,0
15,40000.0,48000.0,60,Unknown,Unknown,Unknown,40000.0,27500.0,10479.57,31567.86,28.928571428571427,10.55,0.0,27.428571428571427,0.2857142857142857,2406.5934,35.0,6.6923,0,40.0,Unknown,9,0,0,2.9954711461029433,1.2,0,0
15,10000.0,13000.0,30,Other,GT Bank,Permanent,10000.0,13571.43,4791.57,16685.71,26.785714285714285,6.15,0.0,33.42857142857143,0.6428571428571429,197.8022,57.0,0.9231,0,35.0,Lagos,9,1,0,2.399750777588698,1.3,1,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,22,0,3.3965419159095984,1.3,0,0
4,20000.0,24500.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,15.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.225,0,0
9,30000.0,33000.0,30,Other,Standard Chartered,Permanent,10000.0,13125.0,5555.12,15496.88,24.375,7.26,0.0,20.125,0.0,654.7619,0.0,40.5714,0,37.0,Federal Capital Territory,9,0,0,4.737799307004083,1.1,0,1
8,30000.0,39000.0,60,Unknown,Unknown,Unknown,20000.0,20000.0,7559.29,24628.57,38.57142857142857,13.55,0.0,37.714285714285715,0.2857142857142857,2857.1429,7.0,26.6667,0,40.0,Unknown,9,1,1,3.159583611410051,1.3,0,0
14,40000.0,44000.0,30,Other,Diamond Bank,Self-Employed,40000.0,28846.15,11120.64,32679.81,27.692307692307693,11.54,0.0,22.846153846153847,0.15384615384615385,2802.1978,9.0,1.1667,0,41.0,Ogun,9,0,0,4.113482390663516,1.1,0,0
3,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,37.0,1.0,-0.0,9.0,0.0,0,38.0,Federal Capital Territory,8,0,0,0.9234773914392591,1.3,1,0
2,10000.0,13000.0,30,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1,31.0,Rivers,8,0,0,3.991535796169558,1.3,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,36.0,Kano,8,3,0,4.041959006361079,1.3,0,0
3,10000.0,13000.0,30,Savings,UBA,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.5,0.0,-0.0,0.0,1.0,0,48.0,Ogun,8,1,0,4.162974710820733,1.3,0,0
3,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,-0.0,0.0,8.0,0,40.0,Unknown,8,6,0,3.3965419159095984,1.15,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,41.0,Kano,8,0,0,4.092382216552601,1.3,0,0
7,30000.0,34500.0,30,Savings,Diamond Bank,Permanent,30000.0,16666.67,7453.56,19166.67,20.0,7.07,0.0,13.0,0.0,4000.0,0.0,1.8,0,49.0,Oyo,8,0,0,4.173059352859037,1.15,0,0
10,30000.0,34500.0,30,Unknown,Unknown,Unknown,30000.0,20000.0,8164.97,22611.11,20.0,7.07,0.0,20.555555555555557,0.2222222222222222,3000.0,2.0,2.25,0,40.0,Unknown,8,3,0,2.699063938354393,1.15,0,0
2,10000.0,11500.0,15,Savings,UBA,Permanent,10000.0,10000.0,0.0,11500.0,30.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,40.0,Lagos,8,9,0,4.082297574514297,1.15,0,0
3,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,0.0,-0.0,0.0,1.0,0,35.0,Oyo,8,3,0,4.031874364322776,1.15,0,0
2,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0,32.0,Rivers,8,7,0,4.001620438207862,1.3,0,0
3,10000.0,13000.0,30,Savings,Stanbic IBTC,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,17.0,0.0,-0.0,0.0,0.0,1,41.0,Lagos,8,1,0,4.092382216552601,1.3,0,0
4,20000.0,24500.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,27.0,0.3333333333333333,0.0,3.0,0.0,0,40.0,Unknown,8,0,0,2.3503249495767893,1.225,0,0
6,30000.0,34500.0,30,Unknown,Unknown,Unknown,20000.0,16000.0,4898.98,19460.0,27.0,6.0,0.0,25.4,0.0,3000.0,0.0,50.5,0,40.0,Unknown,9,1,0,4.082297574514299,1.15,0,0
3,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,-0.0,0.0,4.0,0,35.0,Ondo,8,10,1,4.031874364322776,1.3,0,0
6,20000.0,22250.0,15,Savings,GT Bank,Permanent,20000.0,13000.0,4000.0,15625.0,24.0,7.35,0.0,23.4,0.4,2500.0,2.0,2.75,0,36.0,Lagos,8,6,1,2.795876501922115,1.1125,0,0
2,10000.0,13000.0,30,Savings,Fidelity Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1,44.0,Ogun,8,0,0,4.122636142667514,1.3,0,0
3,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,23.5,0.5,-0.0,1.0,0.0,0,37.0,Ekiti,8,0,0,2.503232257063558,1.3,1,0
4,10000.0,12250.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,22.666666666666668,0.3333333333333333,0.0,3.0,2.0,0,30.0,Ondo,8,1,0,2.9352341877984442,1.225,0,0
5,20000.0,24500.0,30,Unknown,Unknown,Unknown,20000.0,12500.0,4330.13,15875.0,30.0,0.0,0.0,20.25,0.0,3000.0,0.0,1.3333,0,40.0,Unknown,8,0,0,3.3965419159095984,1.225,0,0
10,40000.0,44000.0,30,Other,Diamond Bank,Permanent,20000.0,17777.78,4157.4,21066.67,30.0,0.0,0.0,24.555555555555557,0.0,1166.6667,0.0,20.0,0,39.0,Abroad,9,1,0,4.757968591080692,1.1,0,1
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,6,0,3.3965419159095984,1.15,0,0
8,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,11928.57,19.285714285714285,6.78,0.0,20.857142857142858,0.2857142857142857,-0.0,9.0,0.1667,0,39.0,Lagos,8,0,0,3.1377766504212388,1.3,0,0
8,30000.0,34500.0,30,Other,Heritage Bank,Permanent,30000.0,20000.0,7559.29,24400.0,32.142857142857146,12.49,0.0,22.714285714285715,0.0,3571.4286,0.0,37.0,0,54.0,Kano,9,1,0,4.909238221655258,1.15,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0,47.0,Lagos,8,11,0,4.152890068782429,1.3,0,0
8,40000.0,44000.0,30,Other,Stanbic IBTC,Permanent,30000.0,21428.57,8329.93,24964.29,27.857142857142858,14.85,0.0,25.571428571428573,0.2857142857142857,3928.5714,3.0,25.6667,0,47.0,Lagos,9,0,0,3.939376402183896,1.1,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1,40.0,Unknown,8,25,0,3.3965419159095984,1.3,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,33.0,1.0,0.0,1.0,0.0,0,36.0,Ogun,8,9,0,0.9501973831646809,1.15,1,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,2,0,3.3965419159095984,1.3,0,0
3,10000.0,13000.0,30,Other,First Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,0.0,-0.0,0.0,0.0,0,51.0,Oyo,8,0,0,4.193228636935647,1.3,0,0
3,20000.0,24500.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.0,0.0,-0.0,0.0,31.0,0,40.0,Unknown,9,262,0,4.082297574514299,1.225,0,0
7,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,17.833333333333332,0.5,0.0,18.0,0.2,0,40.0,Unknown,8,0,1,1.7480908134944573,1.15,1,0
2,10000.0,13000.0,30,Savings,First Bank,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,35.0,Lagos,8,5,0,3.3461187057180766,1.3,0,0
4,20000.0,24500.0,30,Savings,Skye Bank,Permanent,10000.0,10000.0,0.0,12000.0,20.0,7.07,0.0,8.333333333333334,0.0,0.0,0.0,2.5,1,48.0,Federal Capital Territory,8,13,1,4.162974710820733,1.225,0,0
5,10000.0,13000.0,30,Other,Stanbic IBTC,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,48.75,1.0,-0.0,28.0,23.3333,0,38.0,Ebonyi,8,5,0,0.812115361409436,1.3,1,0
2,10000.0,11500.0,15,Savings,UBA,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,40.0,Edo,8,0,0,3.3965419159095984,1.15,0,0
3,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,9.0,0.5,-0.0,2.0,2.0,0,30.0,Federal Capital Territory,8,0,0,2.4267786033201735,1.3,1,0
3,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,23.0,0.0,-0.0,0.0,3.0,1,46.0,Lagos,8,0,0,4.1428054267441246,1.3,0,0
4,20000.0,24000.0,30,Savings,GT Bank,Permanent,20000.0,13333.33,4714.05,16166.67,25.0,7.07,0.0,21.333333333333332,0.0,5000.0,0.0,11.5,1,40.0,Ogun,8,1,0,4.082297574514297,1.2,0,0
4,15000.0,18375.0,30,Other,Zenith Bank,Permanent,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,23.0,0.0,0.0,0.0,94.0,0,31.0,Lagos,8,1,0,3.991535796169558,1.225,0,0
10,30000.0,34500.0,30,Unknown,Unknown,Unknown,30000.0,16666.67,8164.97,19622.21,25.0,7.07,0.0,21.444444444444443,0.1111111111111111,2833.3333,13.0,26.25,0,40.0,Unknown,9,4,0,3.6632246720336474,1.15,0,0
4,15000.0,18375.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,22.333333333333332,0.0,0.0,0.0,6.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.225,0,0
11,40000.0,48000.0,60,Savings,First Bank,Self-Employed,40000.0,22000.0,8717.8,26870.0,37.5,15.37,0.0,28.6,0.2,2787.8788,8.0,5.1111,0,50.0,Lagos,9,1,0,4.0676791532348435,1.2,0,0
5,20000.0,24500.0,30,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,14625.0,18.75,6.5,0.0,16.75,0.0,3000.0,0.0,13.0,0,39.0,Lagos,8,0,0,4.072212932475993,1.225,0,0
3,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,18.5,0.0,-0.0,0.0,8.0,0,45.0,Federal Capital Territory,8,0,0,4.132720784705819,1.3,0,0
2,10000.0,13000.0,30,Savings,UBA,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1,45.0,Bayelsa,8,0,0,4.132720784705819,1.3,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,1,43.0,Lagos,8,0,0,1.0207898774328115,1.3,1,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,33.0,Lagos,8,4,0,4.011705080246167,1.3,0,0
9,30000.0,39000.0,60,Savings,First Bank,Unknown,30000.0,18750.0,7806.25,21131.25,18.75,6.5,0.0,13.625,0.0,3214.2857,0.0,0.0,0,36.0,Osun,8,0,0,3.356203347756381,1.3,0,0
5,20000.0,24500.0,30,Savings,Access Bank,Unknown,20000.0,12500.0,4330.13,15875.0,30.0,0.0,0.0,28.75,0.0,3000.0,0.0,0.0,0,33.0,Enugu,8,0,0,3.325949421641468,1.225,0,0
5,10000.0,13000.0,30,Savings,FCMB,Permanent,10000.0,10000.0,0.0,11312.5,15.0,0.0,0.0,15.75,0.25,-0.0,10.0,2.6667,0,45.0,Kaduna,8,2,0,3.302634074022996,1.3,0,0
10,40000.0,48000.0,60,Unknown,Unknown,Unknown,40000.0,23888.89,10999.44,28530.56,38.333333333333336,15.99,0.0,29.22222222222222,0.0,4166.6667,0.0,12.125,0,40.0,Unknown,9,0,1,4.082297574514299,1.2,0,0
13,30000.0,33999.9,30,Savings,UBA,Permanent,40000.0,21666.67,9860.13,24850.0,25.0,7.07,0.0,19.416666666666668,0.08333333333333333,2727.2727,6.0,1.0,0,36.0,Lagos,8,8,0,3.749633677532794,1.13333,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,51.0,Katsina,8,43,0,4.193228636935647,1.3,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,34.0,1.0,0.0,4.0,0.0,0,40.0,Unknown,8,2,0,0.28719681428743815,1.15,1,0
2,10000.0,11500.0,15,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1,34.0,Lagos,8,0,0,3.3360340636797723,1.15,0,0
10,10000.0,11125.0,15,Unknown,Unknown,Unknown,30000.0,13333.33,6666.67,16977.78,31.666666666666668,11.06,0.0,28.0,0.2222222222222222,1833.3333,26.0,2.375,0,40.0,Unknown,8,4,0,2.5583961109483004,1.1125,0,0
2,10000.0,13000.0,30,Savings,Access Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,39.0,Kwara,8,1,0,3.386457273871294,1.3,0,0
3,10000.0,13000.0,30,Savings,Stanbic IBTC,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,0.0,-0.0,0.0,0.0,0,43.0,Edo,8,1,0,4.112551500629211,1.3,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,19.0,1.0,0.0,3.0,0.0,0,40.0,Unknown,8,0,0,0.293057973762692,1.15,1,0
6,30000.0,39000.0,60,Savings,Stanbic IBTC,Permanent,20000.0,14000.0,4898.98,16600.0,21.0,7.35,0.0,17.2,0.0,3000.0,0.0,13.25,0,47.0,Lagos,8,4,0,4.152890068782429,1.3,0,1
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,17.0,1.0,0.0,2.0,0.0,0,40.0,Lagos,8,4,0,0.9846747918426445,1.15,1,0
3,10000.0,13000.0,30,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,20.5,0.0,-0.0,0.0,7.0,0,36.0,Lagos,8,1,1,3.356203347756381,1.3,0,0
6,10000.0,13000.0,30,Savings,Heritage Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,53.2,0.8,-0.0,48.0,36.75,0,35.0,Federal Capital Territory,9,0,1,1.9675739971383743,1.3,1,0
4,20000.0,24500.0,30,Savings,UBA,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,12.333333333333334,0.0,0.0,0.0,2.5,0,36.0,Osun,8,1,0,3.356203347756381,1.225,0,0
2,10000.0,13000.0,30,Savings,Diamond Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,46.0,Lagos,8,22,0,3.457049768139425,1.3,0,0
5,20000.0,24500.0,30,Other,Access Bank,Student,10000.0,10000.0,0.0,12625.0,26.25,6.5,0.0,27.5,0.5,-0.0,1.0,89.3333,0,32.0,Lagos,9,8,0,2.727111310313916,1.225,1,0
8,30000.0,34500.0,30,Savings,GT Bank,Permanent,30000.0,18571.43,8329.93,21364.29,21.428571428571427,7.42,0.0,13.428571428571429,0.0,3928.5714,0.0,2.0,0,36.0,Lagos,8,0,0,4.041959006361079,1.15,0,0
6,20000.0,24500.0,30,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,11800.0,21.0,7.35,0.0,11.6,0.0,-0.0,0.0,4.25,0,43.0,Lagos,8,11,0,3.4267958420245113,1.225,0,0
4,15000.0,18375.0,30,Savings,First Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.5,0,38.0,Ogun,8,1,1,3.37637263183299,1.225,0,0
6,30000.0,34500.0,30,Savings,Stanbic IBTC,Permanent,20000.0,14000.0,4898.98,17500.0,30.0,0.0,0.0,18.6,0.0,3000.0,0.0,0.0,0,45.0,Lagos,8,0,1,4.132720784705819,1.15,0,1
3,10000.0,11500.0,15,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,57.0,1.0,-0.0,49.0,43.0,0,41.0,Lagos,8,2,1,0.03352927993931963,1.15,1,0
2,10000.0,13000.0,30,Savings,UBA,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1,36.0,Kaduna,8,0,1,4.041959006361079,1.3,0,0
9,40000.0,48000.0,60,Other,GT Bank,Permanent,40000.0,23750.0,9921.57,27925.0,33.75,16.35,0.0,31.625,0.25,4166.6667,7.0,9.8571,0,41.0,Kwara,9,3,1,3.9656346429002376,1.2,0,0
9,30000.0,39000.0,60,Other,GT Bank,Permanent,30000.0,18750.0,7806.25,22787.5,31.875,11.71,0.0,27.0,0.125,3214.2857,2.0,1.5714,0,44.0,Federal Capital Territory,8,0,1,3.725176265751865,1.3,0,0
5,30000.0,39000.0,60,Other,Standard Chartered,Permanent,30000.0,17500.0,8291.56,22375.0,37.5,12.99,0.0,31.25,0.25,7000.0,1.0,104.0,0,45.0,Lagos,9,0,0,4.041140167904978,1.3,0,0
22,50000.0,52500.0,30,Other,First Bank,Self-Employed,50000.0,27619.05,11914.28,30504.76,21.428571428571427,7.42,0.0,18.904761904761905,0.047619047619047616,1805.1948,1.0,1.6,0,39.0,Lagos,9,2,0,4.468008658754921,1.05,0,0
7,30000.0,39000.0,60,Other,GT Bank,Permanent,30000.0,18333.33,8975.27,21333.33,22.5,7.5,0.0,17.333333333333332,0.0,4857.1429,0.0,65.6,0,45.0,Kaduna,9,1,0,4.8184764433105185,1.3,0,0
10,30000.0,34500.0,30,Other,GT Bank,Permanent,20000.0,12777.78,4157.4,15363.89,23.333333333333332,7.45,0.0,21.0,0.1111111111111111,1250.0,6.0,31.5,0,43.0,Lagos,9,2,0,4.420262373080037,1.15,0,1
10,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,12000.0,4320.49,15188.89,30.0,0.0,0.0,40.333333333333336,0.7777777777777778,-33.3333,21.0,16.25,0,40.0,Unknown,9,1,0,1.5590684204175211,1.3,1,0
7,30000.0,34500.0,30,Savings,Access Bank,Self-Employed,30000.0,19166.67,8374.9,21670.83,20.0,7.07,0.0,19.166666666666668,0.16666666666666666,4428.5714,3.0,43.6,0,46.0,Kaduna,9,0,0,4.159509731248599,1.15,0,0
2,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,49.0,Edo,8,0,0,4.173059352859037,1.3,0,0
3,10000.0,12500.0,30,Savings,Zenith Bank,Unknown,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,19.0,0.0,-0.0,0.0,0.0,1,41.0,Federal Capital Territory,8,1,0,3.4066265579479027,1.25,0,0
5,15000.0,16687.5,15,Savings,Stanbic IBTC,Permanent,20000.0,12500.0,4330.13,15125.0,22.5,7.5,0.0,16.25,0.0,3000.0,0.0,8.3333,0,42.0,Oyo,8,26,0,4.102466858590906,1.1125,0,0
2,10000.0,13000.0,30,Savings,Diamond Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0,40.0,Oyo,8,0,0,3.3965419159095984,1.3,0,0
9,15000.0,18375.0,30,Unknown,Unknown,Unknown,10000.0,9500.0,1322.88,12350.0,30.0,0.0,0.0,29.0,0.5,333.3333,7.0,26.2857,0,40.0,Unknown,9,0,0,2.4983192263269483,1.225,1,0
6,30000.0,39000.0,60,Savings,Diamond Bank,Self-Employed,20000.0,14000.0,4898.98,16550.0,21.0,7.35,0.0,19.8,0.0,3000.0,0.0,34.25,0,37.0,Enugu,8,5,0,3.9148925166784454,1.3,0,1
6,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,11000.0,2000.0,12537.5,15.0,0.0,0.0,16.2,0.6,500.0,8.0,11.0,0,42.0,Kano,8,11,0,2.204037304556189,1.15,1,0
3,10000.0,13000.0,30,Other,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,32.5,1.0,-0.0,3.0,10.0,0,41.0,Lagos,8,1,1,0.9888982744056951,1.3,1,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.3,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,10,0,3.3965419159095984,1.3,0,0
3,10000.0,13000.0,30,Savings,Fidelity Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.5,0.0,-0.0,0.0,0.0,0,35.0,Lagos,8,0,1,4.031874364322776,1.3,0,0
2,10000.0,13000.0,30,Savings,Skye Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,38.0,Lagos,8,8,0,4.062128290437688,1.3,0,0
9,40000.0,44000.0,30,Unknown,Unknown,Unknown,40000.0,23750.0,12183.49,28612.5,41.25,19.49,0.0,35.625,0.0,4880.9524,0.0,8.0,0,40.0,Unknown,9,1,0,4.082297574514299,1.1,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0,43.0,Lagos,8,70,0,3.4267958420245113,1.3,0,0
4,10000.0,12500.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,12000.0,20.0,7.07,0.0,20.666666666666668,0.3333333333333333,0.0,4.0,8.5,0,43.0,Bayelsa,8,4,0,3.0604733748211475,1.25,0,0
