customerid,state
8a858e065ccb8bc0015ccca62cf83466,Delta
8a858e185b4923b4015b537a4383609d,Lagos
8a858e2155defefd0155ead8e6df411a,Lagos
8a858e255557edfe015558db096544c4,Ogun
8a858e395cb1d4d9015cc4deb919484a,Lagos
8a858e4e5b33db76015b33f2e41c1a9c,Imo
8a858e5a5a0477db015a100e94100351,Cross River
8a858e615c832be8015c84b0c149554a,Unknown
8a858e675c3fe0a1015c52ff728c13e3,Unknown
8a858e6c5c88d145015c8b9627cd5a48,Lagos
8a858e705b3a03c7015b3dd170625b29,Abroad
8a858e8455f96c1c0155f9d5ae7e0d97,Unknown
8a858e8d5c35bc85015c376e591c637d,Akwa Ibom
8a858e955631db44015636df81135c1c,Lagos
8a858e9d5bfd7037015c0729a259179f,Kaduna
8a858ea555d9e6020155ef96851d0817,Lagos
8a858eb456e0b9490157008699270938,Unknown
8a858ec05a9535db015a9d60ebd114d4,Akwa Ibom
8a858ec655f96b320156071dd95b4be0,Unknown
8a858ed75bc9016e015bcd6b0f6b5069,Lagos
8a858ee45a1e6afb015a1fb42e13541f,Lagos
8a858ee755a0c84a0155b9c44fbe72c9,Lagos
8a858ef25c8393f8015c86783932595b,Unknown
8a858efe5a408737015a411807b52fef,Unknown
8a858f045bc9690c015bc9a82a3c19aa,Kwara
8a858f0b5b5ddd79015b5dfc5b751844,Ondo
8a858f165bf7b5ca015bf7b8e30e0199,Unknown
8a858f215d2d2890015d30d3817d477e,Lagos
8a858f265c2187bd015c254fcc445d6e,Ogun
8a858f2c59b21e6e0159b36de4c1628e,Kano
8a858f2e5cd09481015cd0a05cde084c,Ogun
8a858f3455a0d8070155a1276c4e1799,Unknown
8a858f3e589c406101589ef73f273508,Federal Capital Territory
8a858f475be98d5f015beb6a225935b9,Cross River
8a858e225c404292015c4ead01420908,Delta
8a858e255557edfe01556d88b29739df,Lagos
8a858e3654e2a82401550addb6133675,Unknown
8a858e445cd56553015ce5feaf637ede,Unknown
8a858e4e5b33db76015b33ebabde13b5,Ondo
8a858e5b5bd99460015be783dabb272f,Lagos
8a858e625c8d993a015c9d5faeb40644,Ogun
8a858e64590ae200015930db55c7084a,Rivers
8a858e6d5b252065015b2fdbe1cd542c,Unknown
8a858e705668e16701566f6b45c03059,Unknown
8a858e795b204ffc015b20a20c631a0f,Unknown
8a858e875c63d395015c6ef64f313cc2,Federal Capital Territory
8a858e8d56b784480156bd9bd7f82e28,Lagos
8a858e945bee08de015bee8f994f3026,Unknown
8a858e9b560bbd6301561e50ee830cbd,Unknown
8a858eb45784f9280157880bb0201fd6,Lagos
8a858ec45577f83e01557f8138b426a2,Unknown
8a858ece58626302015868fab7d51a64,Akwa Ibom
8a858ed55c63db54015c69710b6a0b37,Oyo
8a858eda5c8863ff015c8c99ccc66fa7,Ondo
8a858ee55cb156e6015cc47b68eb2533,Lagos
8a858eef5554890501555f67fb433a28,Lagos
8a858f0056b7cf8e0156c21e03304536,Unknown
8a858f065bd31ee6015bd35984932c89,Federal Capital Territory
8a858f115d0e6376015d0f0cfbb13c81,Lagos
8a858f1955b1c4df0155bc7e4d2773e1,Lagos
8a858f255ca276c5015ca294645c08af,Osun
8a858f2a5b3f2121015b42331f955db2,Federal Capital Territory
8a858f3355ae6a610155c1daebe61b76,Unknown
8a858f465668e3d601568add9c6a4fe0,Lagos
8a858f4b55df0f530155df6f850e26c8,Bayelsa
8a858f535908095c01591d4192101d04,Lagos
8a858f595ccb6f86015ccf6d152f4e87,Ogun
8a858f615578136301557e762f974b9f,Lagos
8a858f645a8ea316015a8eeb23a93384,Unknown
8a858f6f5b199197015b199ea5000d84,Unknown
8a858f7b5989da5401598ec5a8680cdb,Federal Capital Territory
8a858f8b59e0e8980159e5bcc1e21094,Lagos
8a858f99560bbe4501561ee41ef71de5,Federal Capital Territory
8a858f9e5a41dfd7015a41e5a0fa0665,Lagos
8a858fa25bd92c20015be4e23fd81404,Lagos
8a858fa65c7d5535015c7d5ba8a106d6,Lagos
8a858fad5ccb633e015ccc48d4cb3ea8,Lagos
8a858fb85cc5f243015cc61fb4dd2f63,Federal Capital Territory
8a858fbf5b3a0b46015b3a7f3adc423f,Lagos
8a858fc75cd62882015ce9fe176d7837,Lagos
8a858fce5bab3591015baf92d0026db8,Niger
8a858fd75cac5e18015cb07b3ed40e81,Unknown
8a858fda5ca12263015ca1a06c7f3657,Federal Capital Territory
8a858fe5569398920156b6f3848b4b76,Delta
8a858feb58c565cf0158cbc90faf2903,Ogun
8a858ffa55ca72a50155ead217ad624e,Oyo
8a8588f5542eb0d40154334e0a670186,Plateau
8a858e275b349e25015b3516dacc53a1,Lagos
8a858e6f5668e0170156746590702b81,Lagos
8a858ebd5b254c8b015b30b0a0ad33f0,Lagos
8a858f0b5ce95a85015cea02c2256301,Ogun
8a858f505c7e3a50015c7f8583ce536b,Unknown
8a858f565c3acb9d015c3b9369bb571a,Akwa Ibom
8a858f5e5566567d0155690345430c02,Lagos
8a858f6155781363015589cc40185843,Lagos
8a858f6858860440015891d0a7824f30,Kwara
8a858f6f57b9193a0157d194bbf90ec9,Unknown
8a858f785c87e70a015c8836e89b39f3,Lagos
8a858f7e5c69a6e3015c779b5d6c03b8,Federal Capital Territory
8a858f905c06a9c0015c06f14e5506fb,Benue
8a858f9d5c8779e7015c87822e4b0690,Ogun
8a858fa05c111612015c117471cb30c1,Unknown
8a858fa25bd92c20015be6644ca22cff,Unknown
8a858fb15b34a708015b34e097fa30af,Unknown
8a858fbb54ccb33c0154ce053f285f12,Lagos
8a858fc75b90e6b5015b9acbaac827a2,Kogi
8a858fd55c45ba15015c547556ac771e,Lagos
8a858fdb5b8094e2015b80b9c05a186f,Lagos
8a858fe45cd62cbf015ce8c27bea68ef,Lagos
8a858fee58d73f5f0158e2d82f3412d0,Kaduna
8a858ffd5c8d343d015c8dd548a95120,Oyo
8a858e005c2154c2015c218a9a451516,Lagos
8a858e605ce99f55015cedf2244b175b,Edo
8a858edb5b8210eb015b854c86cf1a6d,Lagos
8a858f1554da2c400154e25d20ae34c9,Bayelsa
8a858f9c56aaf37d0156b4a832543398,Anambra
8a858fd85b685607015b6ce657912f6d,Ogun
8a85882653e2eb990153ec156fa2537f,Delta
8a8588dc5384a05f01539d3773865219,Oyo
8a858929535ff7a2015362423ea12578,Unknown
8a85896653f0fed20154047ec0720b35,Ogun
8a8589a7545186b10154757067323535,Lagos
8a8589f853f100fb015409cd02170e67,Federal Capital Territory
8a858e0f58afbace0158cb199b892d2d,Kwara
8a858e165cf9d8e3015d072f06823b83,Delta
8a858e1d5c5a460c015c5a7896251633,Kwara
8a858e215ca77c7f015cab1db72d2b63,Unknown
8a858e345bd96da8015bda16d32d2f3e,Lagos
8a858e375bcf8394015bd371116d6fba,Unknown
8a858e3e5965340601596af74f562c45,Lagos
8a858e4854d4be9d0154e1713f106e06,Unknown
8a858e5b5bd99460015be39f12b71b0a,Lagos
8a858e655b903189015b903875da03da,Ondo
8a858e6a5bfd4b54015c0f505e0043b5,Federal Capital Territory
8a858e6f5cd5e874015ce084c86e2a87,Unknown
8a858e7b55deef140155e4ec2be045e7,Unknown
8a858e875c63d395015c6903770b542d,Osun
8a858e8d56b784480156c0daba003ae3,Lagos
8a858e945bfdb9e7015c07e29b6e24ba,Kwara
8a858e9b560bbd63015612f7790c7b4f,Niger
8a858ea4582fcdc801583f1e99c55e55,Plateau
8a858eab5cf9c4c8015d094a5d9036d5,Unknown
8a858eb65c3b3074015c3f96cf8c3fad,Unknown
8a858ebc572e1e3a0157390426b3300f,Bayelsa
8a858ec75bfd77c4015c03059d72473f,Lagos
8a858ed55c63db54015c785fae3160ce,Federal Capital Territory
8a858ede5ca210f0015ca32170645e53,Unknown
8a858eee5872716901587b2be55c4193,Lagos
8a858f025bd49f21015bd8590bd83fe8,Edo
8a858f505cf46e04015cf760b94b7ef5,Unknown
8a858f93572e873c0157515cbeb31187,Federal Capital Territory
8a858fe35b8ba108015b8ba23e8e0143,Unknown
8a858fff5800e01e015801d5f11a5f45,Ogun
8a85882653e1a3e00153e1f8033b1233,Unknown
8a8588dc536a1413015376c0e10065b2,Unknown
8a8588fd53e2e6cf0153f0a40aa33209,Oyo
8a85893d53e2e2f30153f00df3e33622,Unknown
8a85896653e2e18b0153eb033c3b45fd,Lagos
8a8589b953d0be470153d166c59f388e,Unknown
8a858e0156b782a10156d773847c2452,Osun
8a858e045cd5b1d6015ce34aae8e63ed,Lagos
8a858e0d59bbb9050159c0c33dfe4f9d,Lagos
8a858e135cb22031015cbb1fe09555f4,Unknown
8a858e1d5b2510b2015b300034ae4eef,Lagos
8a858e255557edfe015573d6e4223dc8,Lagos
8a858e325ac154c1015ac651913761f4,Oyo
8a858e36590808e3015946ced00e5b34,Lagos
8a858e425d5c1d76015d5fd6a1004453,Lagos
8a858e4b5c831f02015c839d82442fc7,Ogun
8a858e585693982b01569523bc104609,Lagos
8a858e5b5a80188b015a81895c596e21,Ogun
8a858e655cd0642d015cd13036454516,Unknown
8a858e6a5b814a98015b81925abc298e,Federal Capital Territory
8a858e6d5b62e36f015b63142f1c30e8,Ogun
8a858e705668e16701567177b55b135d,Lagos
8a858e875c63d395015c72a2984d79c5,Unknown
8a858e8f5d41c974015d4529ae0f1220,Unknown
8a858e9b560bbd6301561ea184a0102d,Lagos
8a858eac5ad81473015ad8f0682934f3,Lagos
8a858eb45c11f9e4015c159f528b19ff,Ogun
8a858ec6560bc09801560d9fdd577fc5,Lagos
8a858eda5c8863ff015c976326e5032d,Lagos
8a858edf55ca17ba0155ca8650662602,Lagos
8a858ee55cb156e6015cc4b89a14412a,Unknown
8a858eee58727169015873e03f24718a,Ogun
8a858efa5c646292015c7398b96b4251,Delta
8a858f055c831d5b015c864e7426076e,Federal Capital Territory
8a858f0a5bf3716c015bf6a959052817,Oyo
8a858f11594a388001595ad3f6c06395,Rivers
8a858f1d5a848d2b015a84ac9d89217c,Lagos
8a858f275c451af5015c4f1c17f8475c,Lagos
8a858f2d5853901a01586650578e325f,Abroad
8a858f365b2547f3015b32c34eed3f93,Ogun
8a858f445d41ebbe015d50c105334acc,Lagos
8a858f505c7e3a50015c8186327f1fc8,Lagos
8a858f5d5963fbb701596945e671298c,Lagos
8a858f61560bc0e501560fb03225566a,Delta
8a858f665c45930d015c50b87343345d,Lagos
8a858f735b437619015b437bf3d30bdc,Lagos
8a858f7e5c213ef4015c238dcbe76144,Edo
8a858f885adcf4e8015ae0574e911902,Osun
8a858f905c17123d015c177eb04038e4,Federal Capital Territory
8a858f9c56aaf37d0156b726935e2616,Lagos
8a858fa257d8223c0157d8a5a7197d2b,Kwara
8a858fa5552add5d0155536bd49343f9,Unknown
8a858fae5b49223f015b49381b57146a,Federal Capital Territory
8a858fb45bb59c21015bc2f6ab2a4b54,Rivers
8a858f0656b7820c0156bb6119ef0adc,Lagos
8a858f0e5a6171ba015a664da9bd5b28,Federal Capital Territory
8a858f1e5cc4bc81015cc52a8b01416f,Lagos
8a858f275c451af5015c5882b88104e6,Federal Capital Territory
8a858f2e5c699f3a015c6e10b65607c9,Unknown
8a858f335cea21f8015cea235c6500bf,Lagos
8a858f3b59eed4f10159ef24ce33295f,Unknown
8a858f475b5e370c015b609c69cd4c30,Ogun
8a858f545c887b44015c889b346f1575,Unknown
8a858f585a6a60cc015a6a8d08ab1e9e,Ondo
8a858f5e5bedf32a015bef9e533d6df6,Lagos
8a858f615aa951e2015aa957a59f07db,Oyo
8a858f725b49c0c0015b4d09b3876961,Delta
8a858f79588789bd0158956c710947b1,Bayelsa
8a858f855b626c00015b6299c72131ae,Oyo
8a858f8f5bfd3cfa015c0cb3fc9139b2,Kaduna
8a858f97594ab63d015978ba1184389f,Kwara
8a858f9d5bd44001015bd4bd9c2e2f04,Edo
8a858fa358d4a4d80158ee50ccb46401,Oyo
8a858faf55d95d930155f2801baa36e7,Ogun
8a858fb05d37685a015d3b62a3ec64ef,Federal Capital Territory
8a858fb959976ce0015998f0a628583b,Ogun
8a858fc159db69c40159dbabde1a2167,Lagos
8a858fc75cd62882015ceb58d8344b47,Lagos
8a858fcf5591c5cf015593299cf75a49,Lagos
8a858fd35b5dfefb015b5e006c1300fe,Lagos
8a858fd75bb62bbe015bc4d0514c622f,Oyo
8a858fde56eb02280156ff597b3933b2,Federal Capital Territory
8a858fea5cc644ae015cc67ece482b6e,Lagos
8a858fee5d1878f4015d1884ac060cde,Ondo
8a858ff35acdd593015acddc6c7203de,Unknown
8a858ffb5b350b52015b386112da4435,Nasarawa
8a85889b53acd0a20153b21f8fc43a12,Unknown
8a858e1e5b1fc4ad015b1ff96614226a,Lagos
8a858e585693982b015698da71ca5342,Unknown
8a858e875c63d395015c69acee7b23e5,Ogun
8a858ec65cc6352b015cc9e4d1a71bf1,Unknown
8a858f065b1fe50a015b20ca1b6776de,Unknown
8a858f305c8dd672015c9665d0c0122b,Unknown
8a858fa95c695f85015c779c6bb8403d,Delta
8a858fe55656a93801565f38ead003e0,Federal Capital Territory
8a85882653bc51f50153c1b4a0127f64,Unknown
8a8588fd53e054170153e174e0b258ba,Lagos
8a85892854be331a0154c82ebaa37440,Federal Capital Territory
8a8589a754386216015438a93cd229e8,Unknown
8a858e005c2154c2015c2cf818481eb3,Unknown
8a858e045cd5b1d6015ce403694c1191,Federal Capital Territory
8a858e0c5bfceae6015bfcfabccb0a81,Kaduna
8a858e135cb22031015cbb1bc347555b,Nasarawa
8a858e1e54e2aa5a0154e43dd98e059d,Federal Capital Territory
8a858e235bd971a4015bdbb925cf4332,Cross River
8a858e2d5bb55d46015bc87e5f3d72b8,Lagos
8a858e455c1bf763015c1c05a746088b,Lagos
8a858e4b5cb1e4d7015cc1690bb93c0a,Unknown
8a858e585beda464015bef1043887889,Ogun
8a858e645591c24b01559c74651d5f0e,Unknown
8a858e685adba68e015adc08c7934770,Kwara
8a858e6d5b62e36f015b6510c8b02ff6,Oyo
8a858ee65be8d42d015be8ed0ebb0f5f,Plateau
8a858eed5a42df95015a435ce1762491,Ogun
8a858ef358d4a48e0158d50224cb12c5,Unknown
8a858efb54ccb4820154cd9a41672ee0,Rivers
8a858f005c59e532015c5a89b8405010,Ekiti
8a858f085a477386015a47dc3a683d93,Kaduna
8a858f145b42fac4015b43071e610aab,Lagos
8a858f1a5b66e6d6015b66ebd451051b,Unknown
8a858f2656e154de0156e1c737b11a5d,Lagos
8a858f2b5b870cfe015b870e2543007e,Unknown
8a858f2c5ca72bae015ca8b479831073,Enugu
8a858f335c8d9723015c8e03c1123a8f,Rivers
8a858f365b2547f3015b2d7c3d736f1a,Lagos
8a858f4156939c3c0156a2957b34644c,Lagos
8a858f4b55df0f530155ebb514c354cc,Cross River
8a858f565af28234015af2e8053c0ada,Lagos
8a858f5d5d56884c015d5a21e575563a,Unknown
8a858f635a8a972f015a8b9cb9d14bd5,Oyo
8a858f6f5b3f095b015b420385286ad0,Lagos
8a858f7958b0a4a80158b788cb270dda,Benue
8a858f855bf2f1ad015bf67271165549,Unknown
8a858f8f5c87d0c8015c8835a5153de6,Unknown
8a858f99560bbe4501561769d7674785,Rivers
8a858f9f5bd99987015be6ee3a4317c5,Lagos
8a858fa4552add9f0155486adf77224e,Oyo
8a858fab5cd5e1a7015cdbcb4ba75d93,Unknown
8a858fb95bd896cc015bd8a2836b06eb,Ogun
8a858fbd5cd6054a015ce61d008912a3,Unknown
8a858fc9580b91da0158173d53626619,Unknown
8a858fd25c5a5bc7015c5d7b33f70f4b,Akwa Ibom
8a858fe756939bbb01569a4804eb511b,Kaduna
8a858fef570f30e501571f8c9b393e0c,Lagos
8a858ff85bd93919015be5e2ee740cfe,Oyo
8a858e0059416900015959ea8c801312,Unknown
8a858e5555780ea001557c358eac1a2c,Unknown
8a858eda5c8863ff015ca0c606e96219,Unknown
8a858f125c5f88b1015c62b300050e57,Unknown
8a858f565c3acb9d015c4398b36817a8,Unknown
8a858fb557330de101574e0d803b1042,Lagos
8a8588235375c27f01537601102f108c,Lagos
8a85886e54beabf90154c3f2f2ba3e59,Unknown
8a8588f35451808f015475d4e4432f4f,Kaduna
8a85893d53f104eb01540e4ca76369ad,Unknown
8a85897353d85af80153db21edaa0bf8,Abroad
8a8589b953d0be470153d1069c3f14cd,Lagos
8a858e0256b781d80156c65a6ffb2709,Delta
8a858e135c78e673015c7c818dbd2262,Unknown
8a858e1a5bce88e5015bced034b62745,Kwara
8a858e255557edfe01557510da606263,Lagos
8a858e355908083001593c3acd320f4b,Unknown
8a858e445cd56553015ce90cc9241ba4,Lagos
8a858e585693982b01569cc35e894aed,Unknown
8a858e5b5bd99460015bdfb8f92e480d,Lagos
8a858e69566ae5b801569187d18d5bba,Unknown
8a858e6c5c88d145015c8d19eb99041d,Ogun
8a858e6f5cd5e874015cdf871bb30530,Federal Capital Territory
8a858e785c8d9167015c8fed39cf53ae,Unknown
8a858e8455f96c1c0155f9bcfd1f0939,Delta
8a85884e548fad6501549a053d8a74fd,Lagos
8a8588dd54a3ead30154aa7d6b092010,Lagos
8a8589045384bd83015384deb3ee0e13,Unknown
8a858966538deb190153a81904df118e,Unknown
8a8589b953d0be470153db2b81b56a23,Lagos
8a858e045cd5b1d6015cd6da7b3b4bf2,Federal Capital Territory
8a858e0f5c45466f015c4a6560255de7,Lagos
8a858e165a47b2fd015a4b52c72e5a7c,Oyo
8a858e1c5bab1191015bae9d16cc1cf6,Federal Capital Territory
8a858e245b680423015b6bf6df1d0f55,Lagos
8a858e335d1dd902015d25fb29be48ff,Lagos
8a858e375b347293015b3479e8930819,Federal Capital Territory
8a858e4157e2d76b0157ed77f17c017b,Lagos
8a858e505ad27570015ad3a536d46c46,Unknown
8a858e585693982b0156ac0d9c0b17b1,Federal Capital Territory
8a858e6455828e710155842b4ffa280e,Unknown
8a858e685acda506015aceb81564458d,Ogun
8a858e6f5cd5e874015ce7931b330a91,Unknown
8a858e785c8d9167015c913329f1730e,Lagos
8a858e875cfa37f5015cfd05416040d7,Ogun
8a858e8e5ca1f1a8015ca2d44044627e,Federal Capital Territory
8a858e9a54d9121b0154dd1bfff23870,Lagos
8a858ea45b35639b015b356cbf34033a,Unknown
8a858eac5c451942015c5546798300e4,Lagos
8a858eb75c21a2b9015c2acd7e8b3ff8,Lagos
8a858ec655f96b32015607c12d57059e,Lagos
8a858ed159fabcd30159fb47c7062202,Oyo
8a858eda5c8863ff015ca085bbe55038,Unknown
8a858ee45b39aa80015b3b1a1d600f18,Lagos
8a858ee75afc09f4015b01127fe924ad,Unknown
8a858ef358d4a48e0158f275638d3eae,Federal Capital Territory
8a858f0056b7cf8e0156c5d74c6a61a6,Lagos
8a858f065b1fe50a015b20ecfb9c00b0,Unknown
8a858f10579ff4360157a35217644d8d,Bauchi
8a858f1f5c834d4f015c876553061133,Rivers
8a858f2b5998268e0159a1bb02794eb9,Delta
8a858f3355ae6a610155bb33f4d141b7,Lagos
8a858f3959f562330159f9002c242c83,Unknown
8a858f455b5d1896015b5d192a1d0090,Lagos
8a858f4c5bb597f6015bc3cc1fbb7104,Unknown
8a858f545908094b01591c9388130f5d,Lagos
8a858f5a57519e48015757dbf8635809,Lagos
8a858f6055f96ad2015604e2b0530828,Unknown
8a858f6b570f2de901572f04bf9744c4,Unknown
8a858f775c35b709015c38f9bf933a2e,Unknown
8a858f7c5be8dc45015be91b35ae3413,Lagos
8a858f8e5c63d73e015c686a63141013,Lagos
8a858f975c4582c4015c509c73f62489,Kano
8a858f99560bbe45015613ae87981a6d,Unknown
8a858fa459e0a1340159e1414e8942cf,Nasarawa
8a858fa95c695f85015c780af573028d,Ekiti
8a858faf56b7821c0156c7d9d39142a5,Lagos
8a858fb95a951d1a015a99d458d711c8,Unknown
8a858fc25baeeeff015baf5022dc3611,Unknown
8a858fcb5bab1fda015baf266f6645c9,Lagos
8a858fd3552c75620155488cbd3f650d,Kwara
8a858fd85b685607015b70cf46b509b2,Lagos
8a858fe45a760203015a79d74d461d88,Unknown
8a858feb55f969560155ff2575dc44f4,Unknown
8a858e885c63d379015c682355b72343,Lagos
8a858e955631db4401563ca4a4b03287,Unknown
8a858e9d5bfd7037015bfdab79f61305,Unknown
8a858eb75c21a2b9015c2b5a48ba4a1e,Unknown
8a858ec05a4c05f2015a4c434c7220ac,Unknown
8a858ece5c88b58b015c8c3e06741fbf,Lagos
8a858ed75732b68101574cf214582d48,Unknown
8a858ede5ca210f0015ca2c76bcf492d,Kwara
8a858ee25b34d796015b359426605c33,Ogun
8a858ee55cb156e6015cc0454bef7c77,Unknown
8a858ef255c55fd60155d8d5a18048fb,Rivers
8a858f0056b7cf8e0156d23f675016f3,Ogun
8a858f0656b7820c0156c59a540644cd,Lagos
8a858f0f5bfd79d2015c0647c85b2c1d,Lagos
8a858f1f5c834d4f015c84b2654f537b,Unknown
8a858f275c451af5015c4bbd303b1a1f,Rivers
8a858f2f54e28d530154ecdd303004fa,Lagos
8a858f335c8d9723015c9b0913845868,Kebbi
8a858f385b34d285015b352600354046,Bayelsa
8a858f415686c0ab015691ea91d45900,Unknown
8a858f54589736f40158a6bcd6ac24fb,Edo
8a858f5c5ad7d927015adb8b97f96be0,Unknown
8a858f615623747d015626ec13826718,Ogun
8a858f6e5cb16eb9015cb56eb47d0a02,Unknown
8a858f79588789bd015888469c4b2ee4,Ogun
8a858f7e5c69a6e3015c78b9bc201fd4,Lagos
8a858f945b006ef8015b0073905c123e,Ogun
8a858f9f5bd99987015be23abcfc07f2,Unknown
8a858fa7590af88501592196d3045e65,Oyo
8a858faf5679a838015689cbfafd249e,Lagos
8a858fb65b2020b2015b20ce6d4a5e6a,Federal Capital Territory
8a858fbc5cc666c8015cc9b715f420a8,Ogun
8a858fc75cd62882015cea7d48862701,Edo
8a858fd55b1de2f3015b1e15a76017f5,Kano
8a858fe05d421ff4015d4c5284f11359,Lagos
8a858fef570f30e501571f79fbe43bc4,Federal Capital Territory
8a858ff554d9de480154e21a39165ddb,Lagos
8a85889853f0fbaa0153fb9927346076,Lagos
8a858e1e54e2aa5a0154e303c246237b,Lagos
8a858e625c8d993a015c9334d1f96fba,Unknown
8a858edd5b43cf21015b43d651cc0833,Kwara
8a858f6e5cb16eb9015cb264c7675236,Rivers
8a858fa25cfa127c015cfe948bf927b7,Lagos
8a858fda56562f8f01565f8c6f936c46,Lagos
8a390a2150ad97330150aebdd8ef7456,Unknown
8a858899538ddb8e01539138c80a2348,Lagos
8a8589045384bd8301539e134b745638,Lagos
8a85895354a059690154b945ddd2161f,Ogun
8a8589af547ff51b01548585b4fd5a8a,Benue
8a8589ec542eaa890154302eec276194,Plateau
8a858e0458d4ac3d0158deee57f14d0e,Abia
8a858e0a5668e69c01567af9d4890906,Unknown
8a858e125b1ff78f015b2100ab476269,Rivers
8a858e1d5cd58f9e015ceaef264365a0,Lagos
8a858e235bd971a4015bda37fb3d2ef6,Unknown
8a858e2d5bb55d46015bc6fa50f3384f,Lagos
8a858e3e5b1582df015b16f3bded6865,Anambra
8a858e475c127bce015c1a358a222097,Lagos
8a858e515bf280aa015bf2ca521e26a3,Unknown
8a858ff5562dc3b601562e96135108e3,Federal Capital Territory
8a858ffd5c8d343d015c8dbf49dc49d5,Unknown
8a858e0256b781d80156c166816621f9,Lagos
8a858e5b5bd99460015be71e03dc77ed,Unknown
8a858eb35c5f4a42015c627e39b60d6a,Unknown
8a858f0456511c9401565a9725555220,Lagos
8a858f3e5885ffa301589243e9177b67,Ondo
8a858f8e5bf28eca015bf2c99325238f,Lagos
8a858fd85507735701550d603b101f21,Federal Capital Territory
8a3442825124396701513514dad40fa7,Lagos
8a85886f54517ee00154528c65463d2b,Ebonyi
8a858900536a043401537f79fca22800,Lagos
8a85893d53f104eb0153f5a6a7d850eb,Bayelsa
8a858e005c2154c2015c258d28687efa,Lagos
8a858e055ac84a51015ac944e21e6883,Lagos
8a858e0f58afbace0158b493ecd36d7f,Lagos
8a858e165b90faf9015b94c5e95e727f,Unknown
8a858e245c214660015c22c54eda4ee0,Unknown
8a858e395cb1d4d9015cb4935f513aae,Unknown
8a858e475c127bce015c1537254d54f8,Ogun
8a858e5b5bd99460015bdf715c7c3f80,Unknown
8a858e645591c24b0155a225e1e83960,Cross River
8a858e69566ae5b80156926cd9070009,Lagos
8a858e6f5668e01701568cce2c403088,Lagos
8a858e755c118bd7015c11bc925a17a2,Unknown
8a858e875c63d395015c77406c2871b5,Delta
8a858e9b560bbd6301561cd3a9a876c1,Lagos
8a858ea4582fcdc801583359de3754df,Unknown
8a858eb45c11f9e4015c155381857c47,Unknown
8a858eba5591bf28015598ec87fd1e4b,Oyo
8a858ec05aa3fb9e015aa4d476dd4a29,Lagos
8a858ec75c11a07a015c15118551127a,Anambra
8a858ed25bf83782015bfb706c897db3,Unknown
8a858ed75bc9016e015bc95fbf6d26e3,Kano
8a858edb5b8210eb015b85ca659f7bc4,Lagos
8a858ee25a3bbf82015a3c7908d04c23,Kwara
8a858ee75a6156c0015a61eb99363c54,Bayelsa
8a858ef45be99ccb015bea1e47041821,Unknown
8a858f005a04ae6e015a1010b91f643f,Lagos
8a858f085b8a9695015b8aa42fb011ca,Nasarawa
8a858f0f5bfd79d2015c029412b86494,Unknown
8a858f1554e294490154e2f7ce342b18,Unknown
8a858f1e5cef1d91015cef5030131bfd,Unknown
8a858f265c2187bd015c2686b0ad1782,Ogun
8a858f285b14dddb015b14f3be5e0e9f,Unknown
8a858f2e5b81c373015b856bc8fe7b24,Unknown
8a858f365b2547f3015b30099a505307,Unknown
8a858f405b8a8635015b8a9315041536,Kwara
8a858f4c5bc9eb48015bcd23dd3f68d3,Lagos
8a858f5659bc0eea0159c07fa77e22e6,Rivers
8a858f5d5929e0fd015955a1888c516f,Plateau
8a858f665c2142a0015c347de1307886,Oyo
8a858f725bce8549015bceca7b8d2b13,Lagos
8a858f7a5ca22d3c015ca5b137de2cfa,Lagos
8a858f8b57a6f4c20157aeb720821edd,Nasarawa
8a858f955a61ad4e015a64d0dcbe6714,Lagos
8a858f985b3db23f015b3ddf9cd73ed5,Lagos
8a858fbf5b3a0b46015b3af60d0e64b1,Unknown
8a858fcb5ca240f7015ca5f067555ecb,Ogun
8a858fd3552c7562015544b88c3a31a3,Anambra
8a858fd75bc96a6f015bc9755c420457,Lagos
8a858fe25ab3f041015ab40e4e7e1007,Lagos
8a858fe758dc437a0158e524adb32ae2,Federal Capital Territory
8a858fee580afd2b01581a65e7fe5263,Edo
8a858ff85bd93919015bdf39c4bc513a,Lagos
8a858ffe5c1a48e5015c1ad76ba33341,Ondo
8a858e345c788b37015c7cc1579416d3,Ogun
8a858e6f5cd5e874015ce14db0643f8c,Ogun
8a858ece5b0142e3015b0f6361f57d8c,Delta
8a858f3d5add42e2015ae1a08bd806dc,Lagos
8a858f8f5bfd3cfa015c0fee74363802,Lagos
8a858fc45c21da6f015c341888b47c64,Unknown
8a85880353acff880153b3c9f0d641b0,Unknown
8a85889853f0fbaa0154073e85277d85,Enugu
8a8588f35451808f015463833f3a00e3,Lagos
8a85890754145ace015429f1960607e4,Unknown
8a858959537a097401537f0fb3eb6abe,Unknown
8a85898a53bc15600153c1dd6f3f0aa4,Lagos
8a8589ec54517bf901545877e3dc1652,Unknown
8a858e0156b782a10156dfbdd6a1331c,Unknown
8a858e0a5668e69c0156782807775d39,Unknown
8a858e195d320ff1015d3211a37f011d,Lagos
8a858e215c7de5f2015c815830051943,Federal Capital Territory
8a858e335d1dd902015d2c79c1c6425b,Lagos
8a858e445cd56553015ce34cef646cf3,Oyo
8a858e4f5b809b52015b80ed27b4244f,Unknown
8a858e5d57518f46015752de4ae9561b,Ondo
8a858e625c8d993a015c98e6bf820462,Akwa Ibom
8a858e675cc6685e015cc71129364424,Kwara
8a858e6d58b0cc520158bf39027938cf,Unknown
